,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,lat,long,Regionname,Propertycount
954,Bentleigh East,16 Bevis St,5,h,1800000,VB,Gary,26/08/2017,13.8,3165,5,3,3,697,243.0,1960,Glen Eira City Council,-37.91865,145.05418,Southern Metropolitan,10969
955,Williamstown,43B Cole St,3,h,1800000,VB,Raine,4/03/2017,8.0,3016,3,2,2,332,252.0,2006,Hobsons Bay City Council,-37.8652,144.9019,Western Metropolitan,6380
956,Murrumbeena,525a Neerim Rd,4,h,1800000,PI,Ray,28/05/2016,12.1,3163,4,2,2,990,267.0,2003,Glen Eira City Council,-37.8916,145.0753,Southern Metropolitan,4442
957,Rosanna,11 Greville Rd,4,h,1800000,VB,Fletchers,9/09/2017,8.9,3084,4,2,2,635,276.0,1955,Banyule City Council,-37.74586,145.07392,Eastern Metropolitan,3540
958,Mordialloc,8 Ashmore Av,4,h,1800000,SP,Buxton,12/08/2017,21.5,3195,4,2,2,656,303.0,1950,Kingston City Council,-38.00119,145.08588999999998,South-Eastern Metropolitan,3650
959,Ivanhoe East,333 The Boulevard,5,h,1797000,S,hockingstuart,22/05/2016,9.0,3079,4,3,3,826,250.0,1955,Banyule City Council,-37.7793,145.0654,Eastern Metropolitan,1554
960,Coburg,24 Florence St,5,h,1790000,S,Jellis,29/04/2017,7.8,3058,5,3,2,635,108.0,1920,Darebin City Council,-37.7516,144.9593,Northern Metropolitan,11204
961,Brunswick,4 Bell St,4,h,1790000,S,Ray,27/06/2016,5.2,3056,3,1,1,416,129.0,1920,Moreland City Council,-37.7737,144.965,Northern Metropolitan,11918
962,Blackburn,16 Wellington Av,4,h,1790000,S,Philip,11/11/2017,13.4,3130,4,2,3,989,156.0,1950,Whitehorse City Council,-37.8259,145.1549,Eastern Metropolitan,5713
963,Glen Waverley,16 Clematis St,4,h,1790000,S,Harcourts,9/09/2017,16.7,3150,4,2,2,742,164.0,1970,Monash City Council,-37.87738,145.18083000000001,Eastern Metropolitan,15321
964,Brunswick,24 Mitchell St,4,h,1790000,S,Nelson,22/07/2017,5.2,3056,4,3,6,733,238.0,1950,Moreland City Council,-37.759,144.96623,Northern Metropolitan,11918
965,Ashburton,33 Highgate Gr,4,h,1790000,PI,hockingstuart,28/05/2016,11.0,3147,4,2,2,514,240.0,1935,Boroondara City Council,-37.8664,145.0772,Southern Metropolitan,3052
966,Richmond,113A Richmond Tce,3,h,1785000,S,hockingstuart,8/04/2017,2.6,3121,3,1,0,240,115.0,1958,Yarra City Council,-37.8221,144.9964,Northern Metropolitan,14949
967,Brighton,40 Whyte St,3,h,1785000,SP,Buxton,12/11/2016,11.2,3186,3,2,1,404,118.0,1953,Bayside City Council,-37.9228,144.9996,Southern Metropolitan,10579
968,Surrey Hills,33 Kingston Rd,3,h,1785000,S,Noel,27/05/2017,10.2,3127,3,1,1,516,120.0,1910,Boroondara City Council,-37.82372,145.09085,Southern Metropolitan,5457
969,Fitzroy North,70 Park St,4,h,1785000,S,Nelson,14/05/2016,3.5,3068,4,2,1,188,165.0,1900,Moreland City Council,-37.7815,144.9869,Northern Metropolitan,6244
970,Malvern East,21 Virginia Gr,3,h,1782500,S,Ray,28/08/2016,11.2,3145,3,1,2,615,126.0,1950,Stonnington City Council,-37.8846,145.0861,Southern Metropolitan,8801
971,Box Hill,11 Victoria St,4,h,1782500,S,Fletchers,21/10/2017,10.9,3128,4,2,1,641,625.0,1930,Whitehorse City Council,-37.82392,145.1299,Eastern Metropolitan,4605
972,Doncaster,5 Robin Ct,4,h,1782000,S,Barry,25/02/2017,13.9,3108,4,3,3,586,306.0,2002,Manningham City Council,-37.7739,145.1287,Eastern Metropolitan,9028
973,Brighton East,5 Margaret St,2,h,1780000,SP,Buxton,7/05/2016,10.7,3187,4,3,2,635,119.0,1935,Bayside City Council,-37.9205,145.0102,Southern Metropolitan,6938
974,Camberwell,6 Gavan St,3,h,1780000,S,Fletchers,15/10/2016,7.8,3124,3,1,1,769,133.0,1930,Boroondara City Council,-37.8482,145.0949,Southern Metropolitan,8920
975,Malvern East,51 Tooronga Rd,3,h,1780000,S,Marshall,3/06/2017,8.4,3145,3,2,2,580,146.0,1930,Stonnington City Council,-37.8683,145.03909,Southern Metropolitan,8801
976,Hawthorn,1B Hepburn St,3,h,1780000,SP,Jellis,18/03/2017,4.6,3122,3,3,2,88,178.0,2011,Boroondara City Council,-37.824,145.0427,Southern Metropolitan,11308
977,Moonee Ponds,36 Vine St,4,h,1780000,S,Jellis,25/11/2017,6.2,3039,4,2,2,480,194.0,1930,Moonee Valley City Council,-37.769,144.9314,Western Metropolitan,6232
978,Moonee Ponds,69 Aberfeldie St,4,h,1780000,S,Brad,4/03/2017,6.9,3039,4,3,2,615,201.0,1920,Moonee Valley City Council,-37.7617,144.9052,Western Metropolitan,6232
979,Altona,29 Rose St,4,h,1780000,SP,Greg,4/06/2016,13.8,3018,4,3,6,1057,220.0,1962,Hobsons Bay City Council,-37.8681,144.819,Western Metropolitan,5301
980,Beaumaris,28 Rossmith Av,6,h,1776000,S,Ray,11/11/2017,17.3,3193,6,4,2,695,241.0,1980,Bayside City Council,-37.9785,145.0518,Southern Metropolitan,5366
981,Highett,24 View St,5,h,1776000,S,Hodges,28/10/2017,16.0,3190,5,3,2,501,312.0,2015,Bayside City Council,-37.94996,145.0452,Southern Metropolitan,4794
982,Richmond,25 Palmer St,4,h,1775000,S,Nelson,27/11/2016,2.6,3121,4,1,0,434,144.0,1900,Yarra City Council,-37.8185,145.0061,Northern Metropolitan,14949
983,Mount Waverley,72 Albert St,4,h,1775000,VB,Fletchers,14/10/2017,14.2,3149,4,2,1,762,307.0,1960,Monash City Council,-37.884570000000004,145.13436000000002,Eastern Metropolitan,13366
984,Caulfield South,8 Lygon St,4,h,1774500,S,hockingstuart,14/05/2016,9.3,3162,4,2,2,575,256.0,2008,Glen Eira City Council,-37.8993,145.0254,Southern Metropolitan,5051
985,Parkville,401/228 The Avenue,3,u,1770000,S,Woodards,3/06/2017,1.8,3052,3,2,1,2431,70.0,1999,Melbourne City Council,-37.78212,144.95755,Northern Metropolitan,2309
986,Ormond,37 Lewis St,3,h,1770000,S,hockingstuart,10/09/2016,11.8,3204,3,2,2,667,142.0,1950,Glen Eira City Council,-37.9088,145.0471,Southern Metropolitan,3578
987,Balwyn North,24 Willis St,3,h,1770000,PI,Fletchers,28/08/2016,9.2,3104,3,2,1,720,147.0,1955,Boroondara City Council,-37.7938,145.0838,Southern Metropolitan,7809
988,Brunswick,22 Stanley St,4,h,1770000,S,Nelson,23/09/2017,5.2,3056,4,2,3,461,187.0,1930,Moreland City Council,-37.76296,144.97239,Northern Metropolitan,11918
989,Sandringham,26 Regent Ct,4,h,1770000,S,Charlton,24/06/2017,15.2,3191,4,2,2,463,233.0,1998,Bayside City Council,-37.95877,145.02701000000002,Southern Metropolitan,4497
990,Maribyrnong,5 Scenic Pl,4,h,1770000,S,Nelson,9/12/2017,4.3,3032,4,3,3,606,337.0,1980,Maribyrnong City Council,-37.76323,144.88825,Western Metropolitan,4918
991,Maribyrnong,26 Oakland St,4,h,1765000,S,Rendina,28/10/2017,4.3,3032,4,3,3,669,223.0,1910,Maribyrnong City Council,-37.77008,144.89428,Western Metropolitan,4918
992,Brighton,124 Cole St,4,h,1761000,S,Kay,6/08/2016,11.2,3186,4,2,3,615,135.0,1920,Bayside City Council,-37.8956,145.0026,Southern Metropolitan,10579
993,Williamstown,54 Anzac Cr,3,h,1760000,S,Greg,7/10/2017,6.8,3016,3,1,2,535,125.0,1950,Hobsons Bay City Council,-37.86205,144.88557,Western Metropolitan,6380
994,Box Hill,17 Combarton St,3,h,1760000,S,Fletchers,10/12/2016,13.1,3128,3,1,0,741,151.0,1910,Whitehorse City Council,-37.8258,145.1246,Eastern Metropolitan,4605
995,Box Hill,35 Barkly St,3,h,1760000,S,Noel,20/05/2017,13.1,3128,3,1,2,689,152.0,1920,Whitehorse City Council,-37.8262,145.1301,Eastern Metropolitan,4605
996,Glen Iris,4 Rowen St,4,h,1760000,PI,Jellis,13/05/2017,9.2,3146,4,3,3,622,160.0,1940,Boroondara City Council,-37.858000000000004,145.0859,Southern Metropolitan,10412
997,Northcote,42 Kellett St,3,h,1760000,S,Nelson,22/05/2016,5.5,3070,2,2,2,403,180.0,1920,Darebin City Council,-37.7673,145.0081,Northern Metropolitan,11364
998,Kensington,67 Hardiman St,3,h,1760000,S,Nelson,9/12/2017,3.4,3031,3,2,2,176,212.0,1900,Melbourne City Council,-37.7956,144.93419,Northern Metropolitan,5263
999,Alphington,44 Yarralea St,4,h,1757000,S,Jellis,21/10/2017,5.7,3078,4,1,2,519,139.0,1920,Darebin City Council,-37.78236,145.03205,Northern Metropolitan,2211
1000,Burwood,30 Station St,3,h,1755000,S,Buxton,4/02/2016,11.7,3125,3,1,1,931,145.0,1970,Monash City Council,-37.854,145.1195,Southern Metropolitan,5678
1001,Balwyn North,12 Maud St,4,h,1755000,S,Jellis,29/07/2017,9.7,3104,4,2,2,605,155.0,1938,Boroondara City Council,-37.79466,145.06564,Southern Metropolitan,7809
1002,Surrey Hills,39 Bentley St,3,h,1755000,S,Fletchers,12/11/2016,11.2,3127,3,2,2,808,159.0,1970,Boroondara City Council,-37.832,145.11,Southern Metropolitan,5457
1003,Elsternwick,4 Buxton St,3,h,1755000,S,Gary,7/05/2016,8.5,3185,3,2,1,391,173.0,1905,Glen Eira City Council,-37.8885,145.0133,Southern Metropolitan,4898
1004,Brunswick,25 Gray St,4,h,1755000,S,Jellis,28/08/2016,5.2,3056,4,2,1,354,199.0,1910,Moreland City Council,-37.7745,144.9523,Northern Metropolitan,11918
1005,Bundoora,45 Worcester Cr,4,h,1755000,S,Barry,11/11/2017,12.1,3083,4,3,2,564,373.0,2012,Banyule City Council,-37.6869,145.0814,Northern Metropolitan,10175
1006,Port Melbourne,75 Swallow St,3,h,1753000,S,Frank,12/11/2016,3.8,3207,3,2,1,225,153.0,1910,Melbourne City Council,-37.8381,144.9329,Southern Metropolitan,8648
1007,Kew,68 Pakington St,3,h,1752000,S,Jellis,28/10/2017,5.4,3101,3,1,1,339,142.0,1890,Boroondara City Council,-37.80053,145.03529,Southern Metropolitan,10331
1008,Glen Iris,32 Howie St,3,h,1751000,S,Jellis,25/02/2017,9.2,3146,3,1,3,609,140.0,1930,Boroondara City Council,-37.8542,145.0733,Southern Metropolitan,10412
1009,Bentleigh East,35 Gladwyn Av,4,h,1751000,S,Buxton,10/02/2018,13.8,3165,4,2,2,591,180.0,1970,Glen Eira City Council,-37.91089,145.0581,Southern Metropolitan,10969
1010,Bulleen,3 Coromandel Ct,4,h,1751000,S,Jellis,12/08/2017,10.8,3105,4,3,4,646,320.0,1998,Manningham City Council,-37.77387,145.0889,Eastern Metropolitan,4480
1011,Brighton East,1C Baird St,3,h,1750800,S,Purplebricks,27/05/2017,10.3,3187,3,4,2,424,201.0,2012,Bayside City Council,-37.92988,145.01085,Southern Metropolitan,6938
1012,Bentleigh,6 Mavho St,2,h,1750000,VB,Buxton,9/12/2017,11.4,3204,2,1,1,717,105.0,1920,Glen Eira City Council,-37.92092,145.03388,Southern Metropolitan,6795
1013,Middle Park,150 Page St,3,h,1750000,VB,Greg,27/05/2017,3.0,3206,3,2,0,138,155.0,1885,Port Phillip City Council,-37.84962,144.95856,Southern Metropolitan,2019
1014,Kew East,2 Violet Gr,3,h,1750000,S,Jellis,17/09/2016,7.5,3102,3,2,4,611,160.0,1930,Boroondara City Council,-37.7997,145.058,Southern Metropolitan,2671
1015,Glen Waverley,91 Orchard St,4,h,1750000,S,Harcourts,3/06/2017,16.7,3150,4,1,2,655,161.0,1970,Monash City Council,-37.87173,145.15267,Eastern Metropolitan,15321
1016,Richmond,3 Bennett St,4,h,1750000,SP,Biggin,14/10/2017,2.4,3121,4,2,2,351,162.0,1890,Yarra City Council,-37.81176,145.00648999999999,Northern Metropolitan,14949
1017,South Yarra,7 MacFarlan La,3,h,1750000,S,Jellis,21/10/2017,2.7,3141,3,2,2,153,162.0,1996,Melbourne City Council,-37.83998,144.98877,Southern Metropolitan,14887
1018,Balwyn North,14 Dumblane St,5,h,1750000,PI,RW,15/10/2016,9.2,3104,5,2,2,710,170.0,1955,Boroondara City Council,-37.7907,145.0916,Southern Metropolitan,7809
1019,Balwyn North,14 Kawarren St,4,h,1750000,S,Kay,4/03/2017,9.2,3104,4,2,2,673,185.0,1960,Boroondara City Council,-37.7856,145.0918,Southern Metropolitan,7809
1020,Ascot Vale,12 Mirams St,3,h,1750000,PI,Rendina,18/11/2017,4.3,3032,3,2,1,446,185.0,1890,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan,6567
1021,Balwyn,47 Naroo St,3,h,1750000,VB,Jellis,27/11/2016,9.7,3103,3,2,3,613,193.0,1943,Boroondara City Council,-37.8056,145.0688,Southern Metropolitan,5682
1022,Elsternwick,87 Orrong Rd,3,h,1750000,VB,Buxton,19/11/2016,8.5,3185,3,2,2,517,207.0,1900,Glen Eira City Council,-37.8813,145.0063,Southern Metropolitan,4898
1023,Eaglemont,39 Durham St,4,h,1750000,VB,Nelson,20/05/2017,10.3,3084,4,2,2,707,217.0,1956,Banyule City Council,-37.762,145.0645,Eastern Metropolitan,1651
1024,Northcote,157 Bastings St,5,h,1750000,PI,Nelson,13/05/2017,5.5,3070,5,2,0,406,225.0,1900,Darebin City Council,-37.7751,145.0099,Northern Metropolitan,11364
1025,Kew,18 Collins St,4,h,1750000,S,hockingstuart,27/11/2016,5.6,3101,4,3,2,641,230.0,2010,Boroondara City Council,-37.7982,145.0281,Southern Metropolitan,10331
1026,Kew,537 High St,3,h,1750000,VB,Kay,26/08/2017,5.4,3101,3,2,2,431,232.0,2006,Boroondara City Council,-37.80121,145.04581000000002,Southern Metropolitan,10331
1027,Ascot Vale,33 Fenton St,4,h,1750000,SP,Rendina,17/06/2017,4.3,3032,4,2,1,360,249.0,1910,Moonee Valley City Council,-37.77459,144.92993,Western Metropolitan,6567
1028,Burwood,15 Wattlebird Ct,4,h,1750000,S,Fletchers,9/09/2017,10.4,3125,4,2,4,514,258.0,2000,Monash City Council,-37.84248,145.10181,Southern Metropolitan,5678
1029,Bentleigh,15A Windsor Av,4,t,1750000,S,Buxton,12/08/2017,11.4,3204,4,3,2,429,262.0,2013,Glen Eira City Council,-37.915820000000004,145.048,Southern Metropolitan,6795
1030,Balwyn,316 Belmore Rd,4,h,1750000,PI,Ascend,10/12/2016,9.7,3103,4,3,2,453,308.0,2016,Boroondara City Council,-37.8044,145.1006,Southern Metropolitan,5682
1031,Caulfield North,452 Dandenong Rd,3,h,1750000,S,Marshall,3/09/2016,8.1,3161,3,2,2,692,313.0,1955,Glen Eira City Council,-37.8629,145.019,Southern Metropolitan,6923
1032,Oakleigh,5 Eastgate St,5,h,1750000,S,HAR,24/06/2017,12.3,3166,5,2,2,546,313.0,1935,Monash City Council,-37.90465,145.08893999999998,Southern Metropolitan,3224
1033,Templestowe,270 Serpells Rd,5,h,1750000,PI,Ray,12/08/2017,15.5,3106,5,3,2,787,334.0,1990,Manningham City Council,-37.76873,145.15894,Eastern Metropolitan,6202
1034,Balwyn North,108 Bulleen Rd,5,h,1750000,VB,Jellis,7/11/2016,9.2,3104,5,3,2,705,365.0,2013,Boroondara City Council,-37.7851,145.0775,Southern Metropolitan,7809
1035,Hughesdale,8 Bowmore St,4,h,1745000,S,Woodards,10/12/2016,13.0,3166,4,2,1,547,185.0,1925,Monash City Council,-37.9002,145.0768,Southern Metropolitan,3145
1036,Coburg,13 Shaftsbury St,4,h,1742000,SP,Nelson,15/10/2016,7.8,3058,3,2,4,482,256.0,2006,Darebin City Council,-37.7529,144.9534,Northern Metropolitan,11204
1037,Hawthorn,6 Salisbury Gr,3,h,1741000,S,Marshall,10/09/2016,4.6,3122,3,1,1,383,109.0,1910,Boroondara City Council,-37.8155,145.0385,Southern Metropolitan,11308
1038,Albert Park,17 Reed St,3,h,1740000,PI,Marshall,28/08/2016,3.3,3206,3,2,2,147,134.0,1890,Port Phillip City Council,-37.8448,144.9453,Southern Metropolitan,3280
1039,Moonee Ponds,2 Parry St,5,h,1740000,S,Brad,27/06/2016,6.9,3039,4,1,2,739,155.0,1930,Moonee Valley City Council,-37.7613,144.9177,Western Metropolitan,6232
1040,Aberfeldie,2 Derry St,4,h,1740000,PI,Nelson,29/04/2017,9.1,3040,4,2,2,746,161.0,1950,Moonee Valley City Council,-37.7595,144.8993,Western Metropolitan,1543
1041,Hampton,49 Service St,4,h,1740000,S,Marshall,27/11/2016,13.7,3188,4,3,2,414,209.0,1950,Bayside City Council,-37.9401,145.0083,Southern Metropolitan,5454
1042,Travancore,53 Mangalore St,4,h,1740000,VB,Nelson,22/05/2016,5.3,3032,3,3,2,650,242.0,1925,Moonee Valley City Council,-37.7796,144.935,Western Metropolitan,1052
1043,Aberfeldie,29 Beaver St,5,h,1740000,S,Nelson,18/06/2016,9.1,3040,3,3,2,839,247.0,1925,Moonee Valley City Council,-37.759,144.9015,Western Metropolitan,1543
1044,Ivanhoe East,41 McArthur Rd,4,h,1740000,S,Miles,7/11/2016,9.0,3079,4,3,3,948,249.0,1960,Banyule City Council,-37.7759,145.063,Eastern Metropolitan,1554
1045,Balwyn North,8 Cash St,4,h,1740000,VB,Jellis,10/09/2016,9.2,3104,4,2,2,610,275.0,1993,Boroondara City Council,-37.7843,145.0891,Southern Metropolitan,7809
1046,Cheltenham,22 Cavanagh St,4,h,1740000,SP,O'Brien,29/07/2017,17.9,3192,4,2,2,721,283.0,2010,Bayside City Council,-37.9641,145.06547,Southern Metropolitan,9758
1047,Hawthorn East,1/36 Pleasant Rd,4,t,1738000,S,Jellis,15/10/2016,7.5,3123,4,3,2,324,241.0,2002,Boroondara City Council,-37.8348,145.0503,Southern Metropolitan,6482
1048,Glen Iris,6 Beatrice St,3,h,1735000,S,hockingstuart,3/09/2016,9.2,3146,3,2,3,680,170.0,1935,Boroondara City Council,-37.854,145.0832,Southern Metropolitan,10412
1049,Essendon,137A Bradshaw St,4,t,1731000,S,Barry,25/11/2017,7.5,3040,4,4,2,465,99.0,1970,Moonee Valley City Council,-37.7418,144.8949,Western Metropolitan,9264
1050,Brighton East,18 Centre Rd,4,t,1731000,SP,Buxton,1/07/2017,10.3,3187,4,3,2,345,239.0,2001,Bayside City Council,-37.91503,145.00888,Southern Metropolitan,6938
1051,Bentleigh,1 Donaldson St,3,h,1730000,S,Jellis,14/10/2017,11.4,3204,3,1,2,569,0.0,1940,Glen Eira City Council,-37.914559999999994,145.04109,Southern Metropolitan,6795
1052,Bulleen,4 Robinson Gr,5,h,1730000,S,RT,13/05/2017,11.8,3105,5,4,4,564,185.0,1955,Manningham City Council,-37.7735,145.0936,Eastern Metropolitan,4480
1053,Fairfield,88 Perry St,4,h,1730000,S,Jellis,15/10/2016,5.8,3078,4,2,2,490,226.0,2007,Darebin City Council,-37.7749,145.0242,Northern Metropolitan,2970
1054,Balwyn North,9 Tannock St,5,h,1730000,S,Purplebricks,28/10/2017,9.7,3104,5,2,4,643,248.0,1955,Boroondara City Council,-37.79064,145.09463,Southern Metropolitan,7809
1055,Ivanhoe,44 Beatty St,5,h,1730000,S,Nelson,17/09/2016,7.9,3079,4,2,2,689,292.0,2007,Banyule City Council,-37.7591,145.04,Eastern Metropolitan,5549
1056,Mount Waverley,85 Waimarie Dr,4,h,1728000,S,Jellis,17/06/2017,14.2,3149,4,3,2,720,249.0,1960,Monash City Council,-37.87833,145.13731,Eastern Metropolitan,13366
1057,Armadale,28 New St,2,h,1726000,S,Marshall,19/08/2017,6.3,3143,2,2,2,269,128.0,1910,Stonnington City Council,-37.85425,145.01545,Southern Metropolitan,4836
1058,Sandringham,1 Victory St,3,h,1725000,S,Buxton,9/09/2017,15.2,3191,3,1,2,493,117.0,1915,Bayside City Council,-37.949009999999994,145.01167,Southern Metropolitan,4497
1059,Port Melbourne,136 Clark St,3,h,1725000,PI,Marshall,23/09/2017,3.5,3207,3,1,2,293,151.0,1890,Melbourne City Council,-37.83452,144.93586000000002,Southern Metropolitan,8648
1060,Port Melbourne,120/1 Graham St,3,u,1725000,PI,Marshall,3/06/2017,3.5,3207,3,2,2,0,189.0,2000,Melbourne City Council,-37.8429,144.94487,Southern Metropolitan,8648
1061,Moonee Ponds,36 Aberfeldie St,3,h,1725000,PI,Nelson,24/09/2016,6.9,3039,3,2,3,596,203.0,1950,Moonee Valley City Council,-37.7609,144.905,Western Metropolitan,6232
1062,Balwyn North,16 Ventnor St,4,h,1725000,PI,Marshall,29/04/2017,9.2,3104,4,3,2,627,213.0,1970,Boroondara City Council,-37.7827,145.0945,Southern Metropolitan,7809
1063,Brighton,1/119 Roslyn St,3,t,1725000,PI,Buxton,4/03/2017,11.2,3186,3,2,2,411,225.0,1997,Bayside City Council,-37.918,145.0035,Southern Metropolitan,10579
1064,Maribyrnong,13 Bream St,5,h,1725000,SP,Biggin,18/11/2017,4.3,3032,5,2,2,474,294.0,2010,Maribyrnong City Council,-37.7634,144.8859,Western Metropolitan,4918
1065,Ringwood,5 Jacks Pl,4,h,1725000,S,Hoskins,8/07/2017,19.9,3134,4,2,2,1016,310.0,2002,Maroondah City Council,-37.78372,145.25311000000002,Eastern Metropolitan,7785
1066,Port Melbourne,83 Evans St,2,h,1722500,S,Marshall,29/07/2017,3.5,3207,2,1,0,101,75.0,1900,Melbourne City Council,-37.83446,144.94021,Southern Metropolitan,8648
1067,McKinnon,115 Wheatley Rd,3,h,1720000,S,Buxton,21/10/2017,11.4,3204,3,1,3,580,124.0,1930,Glen Eira City Council,-37.9076,145.03393,Southern Metropolitan,2397
1068,Aberfeldie,5 Aroona Ct,1,h,1720000,PI,Nelson,15/10/2016,9.1,3040,3,2,1,676,136.0,1965,Moonee Valley City Council,-37.7632,144.898,Western Metropolitan,1543
1069,South Melbourne,1 Reilly Pl,3,h,1720000,S,Greg,8/07/2017,1.9,3205,3,2,2,81,137.0,1998,Port Phillip City Council,-37.83631,144.95536,Southern Metropolitan,5943
1070,Kew,31 Asquith St,4,h,1720000,S,Marshall,14/10/2017,5.4,3101,4,2,2,714,157.0,1945,Boroondara City Council,-37.79757,145.04323,Southern Metropolitan,10331
1071,Prahran,26 Willis St,3,h,1720000,S,Jellis,28/05/2016,4.5,3181,3,2,1,272,163.0,1900,Stonnington City Council,-37.8553,145.007,Southern Metropolitan,7717
1072,Balwyn North,12 Clifton St,4,h,1720000,PI,Marshall,18/03/2017,9.2,3104,4,3,2,869,170.0,1950,Boroondara City Council,-37.8002,145.0999,Southern Metropolitan,7809
1073,Murrumbeena,23 Swan Rd,3,h,1720000,S,Buxton,28/10/2017,10.1,3163,3,1,2,733,175.0,1950,Glen Eira City Council,-37.90013,145.07054,Southern Metropolitan,4442
1074,Thornbury,74 Clarendon St,3,h,1720000,SP,Nelson,11/11/2017,7.0,3071,3,1,6,664,179.0,1915,Darebin City Council,-37.7602,145.0054,Northern Metropolitan,8870
1075,Prahran,56 Packington St,3,h,1720000,S,Marshall,25/02/2017,4.5,3181,3,2,2,183,200.0,1999,Stonnington City Council,-37.8562,145.0042,Southern Metropolitan,7717
1076,Ivanhoe,3 Scotts Pde,4,h,1720000,S,Barry,22/08/2016,7.9,3079,4,2,3,631,233.0,1935,Banyule City Council,-37.7771,145.0448,Eastern Metropolitan,5549
1077,Alphington,44 Shiers St,4,h,1717500,S,Collins,8/10/2016,6.4,3078,4,2,1,599,203.0,1925,Darebin City Council,-37.7717,145.031,Northern Metropolitan,2211
1078,Carnegie,26 Leila Rd,3,h,1716000,S,Woodards,28/08/2016,11.4,3163,2,2,1,817,130.0,1925,Glen Eira City Council,-37.9007,145.047,Southern Metropolitan,7822
1079,Malvern East,2 Rotherwood Dr,4,h,1715157,S,Jellis,20/05/2017,11.2,3145,4,3,2,380,160.0,2008,Stonnington City Council,-37.8792,145.0869,Southern Metropolitan,8801
1080,Armadale,20 Kooyong Rd,3,t,1715000,SP,Marshall,16/09/2017,6.3,3143,3,3,1,1889,141.0,1920,Stonnington City Council,-37.861090000000004,145.01994,Southern Metropolitan,4836
1081,Northcote,24 Barry St,3,h,1715000,S,Harrington,19/11/2016,5.5,3070,3,1,1,407,143.0,1900,Darebin City Council,-37.7799,144.9937,Northern Metropolitan,11364
1082,Surrey Hills,46 Durham Rd,3,h,1715000,S,Noel,26/08/2017,10.2,3127,3,1,2,438,151.0,1906,Boroondara City Council,-37.83015,145.09035,Southern Metropolitan,5457
1083,Essendon,7 Alfred Rd,3,h,1715000,S,Rendina,10/02/2018,7.5,3040,3,1,2,580,160.0,1950,Moonee Valley City Council,-37.74439,144.923,Western Metropolitan,9264
1084,Box Hill,3 Alexander St,3,h,1715000,SP,Marshall,10/12/2016,13.1,3128,3,2,2,458,170.0,1950,Whitehorse City Council,-37.8257,145.1216,Eastern Metropolitan,4605
1085,Ormond,37 Thompson St,4,h,1715000,S,Buxton,3/12/2016,11.8,3204,4,2,2,705,226.0,1922,Glen Eira City Council,-37.9035,145.028,Southern Metropolitan,3578
1086,Strathmore,6 Prefect St,4,h,1715000,S,Paul,18/06/2016,9.7,3041,4,3,2,650,348.0,2001,Moonee Valley City Council,-37.7363,144.9208,Western Metropolitan,3284
